05_L1_t_Einspeisung;05_L1_I_Einspeisung;05_L2_t_Einspeisung;05_L2_I_Einspeisung;05_L3_t_Einspeisung;05_L3_I_Einspeisung;05_L1_t_Pruefling;05_L1_I_Pruefling;05_L2_t_Pruefling;05_L2_I_Pruefling;05_L3_t_Pruefling;05_L3_I_Pruefling;20_L1_t_Einspeisung;20_L1_I_Einspeisung;20_L2_t_Einspeisung;20_L2_I_Einspeisung;20_L3_t_Einspeisung;20_L3_I_Einspeisung;20_L1_t_Pruefling;20_L1_I_Pruefling;20_L2_t_Pruefling;20_L2_I_Pruefling;20_L3_t_Pruefling;20_L3_I_Pruefling;50_L1_t_Einspeisung;50_L1_I_Einspeisung;50_L2_t_Einspeisung;50_L2_I_Einspeisung;50_L3_t_Einspeisung;50_L3_I_Einspeisung;50_L1_t_Pruefling;50_L1_I_Pruefling;50_L2_t_Pruefling;50_L2_I_Pruefling;50_L3_t_Pruefling;50_L3_I_Pruefling;80_L1_t_Einspeisung;80_L1_I_Einspeisung;80_L2_t_Einspeisung;80_L2_I_Einspeisung;80_L3_t_Einspeisung;80_L3_I_Einspeisung;80_L1_t_Pruefling;80_L1_I_Pruefling;80_L2_t_Pruefling;80_L2_I_Pruefling;80_L3_t_Pruefling;80_L3_I_Pruefling;90_L1_t_Einspeisung;90_L1_I_Einspeisung;90_L2_t_Einspeisung;90_L2_I_Einspeisung;90_L3_t_Einspeisung;90_L3_I_Einspeisung;90_L1_t_Pruefling;90_L1_I_Pruefling;90_L2_t_Pruefling;90_L2_I_Pruefling;90_L3_t_Pruefling;90_L3_I_Pruefling;100_L1_t_Einspeisung;100_L1_I_Einspeisung;100_L2_t_Einspeisung;100_L2_I_Einspeisung;100_L3_t_Einspeisung;100_L3_I_Einspeisung;100_L1_t_Pruefling;100_L1_I_Pruefling;100_L2_t_Pruefling;100_L2_I_Pruefling;100_L3_t_Pruefling;100_L3_I_Pruefling;120_L1_t_Einspeisung;120_L1_I_Einspeisung;120_L2_t_Einspeisung;120_L2_I_Einspeisung;120_L3_t_Einspeisung;120_L3_I_Einspeisung;120_L1_t_Pruefling;120_L1_I_Pruefling;120_L2_t_Pruefling;120_L2_I_Pruefling;120_L3_t_Pruefling;120_L3_I_Pruefling
0;147.974548339844;0;118.504745483398;0;143.158065795898;0;148.145538330078;0;118.743629455566;0;143.473678588867;0;607.534118652344;0;606.674743652344;0;600.108154296875;0;606.560119628906;0;606.290283203125;0;599.884521484375;0;1478.99060058594;0;1459.23986816406;0;1503.32531738281;0;1465.76037597656;0;1453.21020507813;0;1499.11682128906;0;2412.9384765625;0;2391.57836914063;0;2413.42529296875;0;2405.51977539063;0;2365.2001953125;0;2410.50805664063;0;2666.45776367188;0;2671.44848632813;0;2700.85278320313;0;2657.63745117188;0;2620.56176757813;0;2697.6728515625;0;3011.91552734375;0;2988.67114257813;0;3016.86376953125;0;2997.92993164063;0;2897.7958984375;0;3011.3369140625;0;3603.7919921875;0;3606.79443359375;0;3608.013671875;0;3568.322265625;0;3410.29565429688;0;3574.42700195313
1;147.846160888672;1;118.447814941406;1;143.078521728516;1;148.153350830078;1;118.731498718262;1;143.480804443359;1;607.904846191406;1;606.659912109375;1;600.070861816406;1;606.629028320313;1;606.241943359375;1;599.881713867188;1;1478.99060058594;1;1459.23986816406;1;1503.32531738281;1;1489.73193359375;1;1461.27978515625;1;1503.03308105469;1;2412.81884765625;1;2392.65576171875;1;2414.3994140625;1;2405.22119140625;1;2365.33203125;1;2410.67456054688;1;2668.13305664063;1;2672.865234375;1;2702.59521484375;1;2657.63745117188;1;2620.56176757813;1;2697.6728515625;1;3013.02490234375;1;2987.91967773438;1;3016.30786132813;1;3000.515625;1;2898.57104492188;1;3012.52734375;1;3603.53002929688;1;3606.841796875;1;3607.6240234375;1;3568.322265625;1;3410.29565429688;1;3574.42700195313
2;147.892425537109;2;118.51700592041;2;143.148880004883;2;147.993301391602;2;118.679061889648;2;143.39111328125;2;608.173034667969;2;606.604431152344;2;599.965942382813;2;607.196655273438;2;606.130493164063;2;599.749572753906;2;1524.35583496094;2;1476.1552734375;2;1508.10974121094;2;1518.02392578125;2;1471.92126464844;2;1506.18676757813;2;2412.81884765625;2;2392.65576171875;2;2414.3994140625;2;2405.61279296875;2;2366.09204101563;2;2411.16186523438;2;2666.21240234375;2;2670.35913085938;2;2700.27270507813;2;2657.66088867188;2;2620.09619140625;2;2696.95629882813;2;3014.29223632813;2;2989.0234375;2;3017.85986328125;2;3000.05688476563;2;2897.10473632813;2;3011.32739257813;2;3599.82421875;2;3603.62084960938;2;3603.23046875;2;3566.40673828125;2;3408.29809570313;2;3571.35595703125
3;147.960556030273;3;118.492057800293;3;143.198425292969;3;148.11262512207;3;118.74658203125;3;143.502410888672;3;608.0068359375;3;606.544067382813;3;599.905212402344;3;606.934753417969;3;606.125549316406;3;599.671142578125;3;1524.15881347656;3;1476.43994140625;3;1507.00280761719;3;1519.84167480469;3;1473.5234375;3;1505.33264160156;3;2413.27612304688;3;2392.8125;3;2414.89794921875;3;2405.72509765625;3;2365.86010742188;3;2411.49975585938;3;2669.72973632813;3;2674.1787109375;3;2704.23461914063;3;2657.66088867188;3;2620.09619140625;3;2696.95629882813;3;3014.01708984375;3;2988.91943359375;3;3017.84252929688;3;3002.01806640625;3;2899.11791992188;3;3014.00048828125;3;3607.2080078125;3;3608.52416992188;3;3608.6357421875;3;3570.67504882813;3;3410.6630859375;3;3575.48608398438
4;147.98957824707;4;118.472862243652;4;143.15364074707;4;148.146026611328;4;118.697471618652;4;143.506683349609;4;607.820617675781;4;606.577331542969;4;599.863037109375;4;606.939392089844;4;606.148803710938;4;599.677795410156;4;1524.15881347656;4;1476.43994140625;4;1507.00280761719;4;1521.19213867188;4;1474.71447753906;4;1506.21252441406;4;2411.80737304688;4;2391.90063476563;4;2414.1025390625;4;2405.85766601563;4;2366.00024414063;4;2411.47412109375;4;2668.22143554688;4;2673.18676757813;4;2703.119140625;4;2663.1728515625;4;2622.80541992188;4;2699.93139648438;4;3011.59375;4;2986.45288085938;4;3015.931640625;4;3000.29614257813;4;2897.26147460938;4;3011.92163085938;4;3606.99487304688;4;3607.80151367188;4;3608.99267578125;4;3568.9130859375;4;3409.75317382813;4;3574.57666015625
5;147.996154785156;5;118.523872375488;5;143.15950012207;5;148.178604125977;5;118.741905212402;5;143.498458862305;5;607.991882324219;5;606.544921875;5;599.908996582031;5;606.81982421875;5;605.812072753906;5;599.365600585938;5;1523.607421875;5;1476.33874511719;5;1506.83459472656;5;1520.66833496094;5;1474.14709472656;5;1505.52136230469;5;2377.90747070313;5;2375.69116210938;5;2408.52612304688;5;2394.25268554688;5;2359.90771484375;5;2409.19873046875;5;2687.11596679688;5;2678.9013671875;5;2705.57763671875;5;2693.63208007813;5;2633.4072265625;5;2703.12841796875;5;3012.87719726563;5;2987.78515625;5;3016.93286132813;5;3000.29614257813;5;2897.26147460938;5;3011.92163085938;5;3605.80419921875;5;3607.43676757813;5;3608.8544921875;5;3570.55200195313;5;3411.9072265625;5;3576.37426757813
6;147.980056762695;6;118.523193359375;6;143.133941650391;6;148.165878295898;6;118.749183654785;6;143.483413696289;6;607.857299804688;6;606.28955078125;6;599.691345214844;6;607.245971679688;6;606.261047363281;6;599.841369628906;6;1524.33557128906;6;1477.54699707031;6;1508.06103515625;6;1520.63623046875;6;1474.15014648438;6;1505.9140625;6;2358.45727539063;6;2369.78979492188;6;2408.34497070313;6;2357.12670898438;6;2343.8408203125;6;2403.38500976563;6;2712.04028320313;6;2688.98071289063;6;2707.85986328125;6;2705.2666015625;6;2638.91967773438;6;2703.99829101563;6;3012.7119140625;6;2987.90283203125;6;3017.08764648438;6;2999.55590820313;6;2897.56860351563;6;3012.04248046875;6;3604.70532226563;6;3607.40795898438;6;3608.63989257813;6;3568.486328125;6;3410.36108398438;6;3574.54125976563
7;147.987213134766;7;118.526969909668;7;143.147674560547;7;148.17448425293;7;118.742668151855;7;143.467468261719;7;608.193298339844;7;606.745361328125;7;600.097351074219;7;607.095520019531;7;606.218566894531;7;599.967712402344;7;1523.31030273438;7;1476.44274902344;7;1506.82971191406;7;1520.46520996094;7;1474.60668945313;7;1506.16528320313;7;2359.05786132813;7;2371.25244140625;7;2409.45532226563;7;2351.78491210938;7;2343.30932617188;7;2406.03857421875;7;2715.97290039063;7;2691.97802734375;7;2708.10009765625;7;2706.46850585938;7;2640.67895507813;7;2704.8115234375;7;3012.2177734375;7;2988.43627929688;7;3017.20703125;7;2999.55590820313;7;2897.56860351563;7;3012.04248046875;7;3607.89135742188;7;3609.68579101563;7;3610.97973632813;7;3572.00317382813;7;3412.38427734375;7;3576.9443359375
8;147.891189575195;8;118.425628662109;8;143.032974243164;8;147.9736328125;8;118.558654785156;8;143.25227355957;8;607.842163085938;8;606.696960449219;8;600.043151855469;8;607.027099609375;8;606.285705566406;8;599.825988769531;8;1524.74938964844;8;1477.63146972656;8;1508.06896972656;8;1520.67565917969;8;1474.39331054688;8;1506.24060058594;8;2358.82080078125;8;2371.73120117188;8;2409.4287109375;8;2352.02734375;8;2344.55053710938;8;2406.0615234375;8;2715.03271484375;8;2691.25927734375;8;2707.2880859375;8;2705.49682617188;8;2639.6982421875;8;2702.96459960938;8;3012.7392578125;8;2987.9833984375;8;3017.29565429688;8;2996.14599609375;8;2893.35327148438;8;3008.00561523438;8;3607.90576171875;8;3609.13427734375;8;3611.29907226563;8;3570.8828125;8;3411.26782226563;8;3576.34301757813
9;147.72590637207;9;118.297103881836;9;142.865142822266;9;147.838684082031;9;118.465194702148;9;143.143859863281;9;608.143737792969;9;606.715393066406;9;600.031921386719;9;607.301025390625;9;606.154296875;9;599.856506347656;9;1523.71215820313;9;1476.16381835938;9;1506.97375488281;9;1520.19616699219;9;1473.39660644531;9;1505.00769042969;9;2356.55981445313;9;2369.490234375;9;2406.80932617188;9;2351.02758789063;9;2344.22265625;9;2405.4697265625;9;2716.23120117188;9;2692.60864257813;9;2708.18432617188;9;2706.51708984375;9;2640.66918945313;9;2703.86254882813;9;3002.61108398438;9;2976.71899414063;9;3006.17456054688;9;2987.61376953125;9;2885.34594726563;9;2998.5283203125;9;3606.6337890625;9;3608.20043945313;9;3609.66088867188;9;3569.45336914063;9;3411.66333007813;9;3575.611328125
