05_L1_K3_t;05_L1_K3_I;05_L2_K3_t;05_L2_K3_I;05_L3_K3_t;05_L3_K3_I;05_L1_PAC1_t;05_L1_PAC1_I;05_L2_PAC1_t;05_L2_PAC1_I;05_L3_PAC1_t;05_L3_PAC1_I;05_L1_PAC2_t;05_L1_PAC2_I;05_L2_PAC2_t;05_L2_PAC2_I;05_L3_PAC2_t;05_L3_PAC2_I;05_L1_Rogowsikeinspeisung_t;05_L1_Rogowsikeinspeisung_I;05_L2_Rogowsikeinspeisung_t;05_L2_Rogowsikeinspeisung_I;05_L3_Rogowsikeinspeisung_t;05_L3_Rogowsikeinspeisung_I;20_L1_K3_t;20_L1_K3_I;20_L2_K3_t;20_L2_K3_I;20_L3_K3_t;20_L3_K3_I;20_L1_PAC1_t;20_L1_PAC1_I;20_L2_PAC1_t;20_L2_PAC1_I;20_L3_PAC1_t;20_L3_PAC1_I;20_L1_PAC2_t;20_L1_PAC2_I;20_L2_PAC2_t;20_L2_PAC2_I;20_L3_PAC2_t;20_L3_PAC2_I;20_L1_Rogowsikeinspeisung_t;20_L1_Rogowsikeinspeisung_I;20_L2_Rogowsikeinspeisung_t;20_L2_Rogowsikeinspeisung_I;20_L3_Rogowsikeinspeisung_t;20_L3_Rogowsikeinspeisung_I;50_L1_K3_t;50_L1_K3_I;50_L2_K3_t;50_L2_K3_I;50_L3_K3_t;50_L3_K3_I;50_L1_PAC1_t;50_L1_PAC1_I;50_L2_PAC1_t;50_L2_PAC1_I;50_L3_PAC1_t;50_L3_PAC1_I;50_L1_PAC2_t;50_L1_PAC2_I;50_L2_PAC2_t;50_L2_PAC2_I;50_L3_PAC2_t;50_L3_PAC2_I;50_L1_Rogowsikeinspeisung_t;50_L1_Rogowsikeinspeisung_I;50_L2_Rogowsikeinspeisung_t;50_L2_Rogowsikeinspeisung_I;50_L3_Rogowsikeinspeisung_t;50_L3_Rogowsikeinspeisung_I;80_L1_K3_t;80_L1_K3_I;80_L2_K3_t;80_L2_K3_I;80_L3_K3_t;80_L3_K3_I;80_L1_PAC1_t;80_L1_PAC1_I;80_L2_PAC1_t;80_L2_PAC1_I;80_L3_PAC1_t;80_L3_PAC1_I;80_L1_PAC2_t;80_L1_PAC2_I;80_L2_PAC2_t;80_L2_PAC2_I;80_L3_PAC2_t;80_L3_PAC2_I;80_L1_Rogowsikeinspeisung_t;80_L1_Rogowsikeinspeisung_I;80_L2_Rogowsikeinspeisung_t;80_L2_Rogowsikeinspeisung_I;80_L3_Rogowsikeinspeisung_t;80_L3_Rogowsikeinspeisung_I;90_L1_K3_t;90_L1_K3_I;90_L2_K3_t;90_L2_K3_I;90_L3_K3_t;90_L3_K3_I;90_L1_PAC1_t;90_L1_PAC1_I;90_L2_PAC1_t;90_L2_PAC1_I;90_L3_PAC1_t;90_L3_PAC1_I;90_L1_PAC2_t;90_L1_PAC2_I;90_L2_PAC2_t;90_L2_PAC2_I;90_L3_PAC2_t;90_L3_PAC2_I;90_L1_Rogowsikeinspeisung_t;90_L1_Rogowsikeinspeisung_I;90_L2_Rogowsikeinspeisung_t;90_L2_Rogowsikeinspeisung_I;90_L3_Rogowsikeinspeisung_t;90_L3_Rogowsikeinspeisung_I;100_L1_K3_t;100_L1_K3_I;100_L2_K3_t;100_L2_K3_I;100_L3_K3_t;100_L3_K3_I;100_L1_PAC1_t;100_L1_PAC1_I;100_L2_PAC1_t;100_L2_PAC1_I;100_L3_PAC1_t;100_L3_PAC1_I;100_L1_PAC2_t;100_L1_PAC2_I;100_L2_PAC2_t;100_L2_PAC2_I;100_L3_PAC2_t;100_L3_PAC2_I;100_L1_Rogowsikeinspeisung_t;100_L1_Rogowsikeinspeisung_I;100_L2_Rogowsikeinspeisung_t;100_L2_Rogowsikeinspeisung_I;100_L3_Rogowsikeinspeisung_t;100_L3_Rogowsikeinspeisung_I;120_L1_K3_t;120_L1_K3_I;120_L2_K3_t;120_L2_K3_I;120_L3_K3_t;120_L3_K3_I;120_L1_PAC1_t;120_L1_PAC1_I;120_L2_PAC1_t;120_L2_PAC1_I;120_L3_PAC1_t;120_L3_PAC1_I;120_L1_PAC2_t;120_L1_PAC2_I;120_L2_PAC2_t;120_L2_PAC2_I;120_L3_PAC2_t;120_L3_PAC2_I;120_L1_Rogowsikeinspeisung_t;120_L1_Rogowsikeinspeisung_I;120_L2_Rogowsikeinspeisung_t;120_L2_Rogowsikeinspeisung_I;120_L3_Rogowsikeinspeisung_t;120_L3_Rogowsikeinspeisung_I
97;198.784729003906;97;199.652770996094;97;154.513885498047;97;204.403427124023;97;206.521545410156;97;170.662384033203;97;204.122207641602;97;206.921600341797;97;171.105728149414;97;201.099533081055;97;219.907409667969;97;201.099533081055;97;802.951354980469;97;776.909729003906;97;786.458374023438;97;807.31689453125;97;790.375549316406;97;808.83984375;97;806.046325683594;97;791.215881347656;97;808.989440917969;97;795.717590332031;97;801.504638671875;97;795.717590332031;97;1968.75;97;1978.29870605469;97;1994.79174804688;97;2004.84191894531;97;1999.02319335938;97;2010.17211914063;97;2000.26293945313;97;1989.78393554688;97;2009.16796875;97;2055.84497070313;97;2026.90979003906;97;2055.84497070313;97;3216.14599609375;97;3198.78466796875;97;3188.36791992188;97;3194.7412109375;97;3207.05541992188;97;3201.06469726563;97;3187.12158203125;97;3207.50122070313;97;3198.65283203125;97;3162.61547851563;97;3234.95361328125;97;3162.61547851563;97;3636.28466796875;97;3610.24291992188;97;3604.16650390625;97;3612.85180664063;97;3619.57788085938;97;3619.1474609375;97;3604.91845703125;97;3621.39038085938;97;3616.56591796875;97;3577.83544921875;97;3645.83349609375;97;3577.83544921875;97;4032.11791992188;97;3977.4306640625;97;4000.8681640625;97;4005.57055664063;97;3986.11889648438;97;4013.56909179688;97;3996.65283203125;97;3987.40234375;97;4009.60961914063;97;3967.01391601563;97;4017.650390625;97;3967.01391601563;97;4831.59716796875;97;4761.28466796875;97;4786.45849609375;97;4797.29931640625;97;4767.333984375;97;4801.79736328125;97;4783.60791015625;97;4755.69287109375;97;5157.91064453125;97;4751.1572265625;97;5004.34033203125;97;4751.1572265625
98;198.784729003906;98;199.652770996094;98;154.513885498047;98;201.09928894043;98;206.448822021484;98;170.776214599609;98;200.655853271484;98;207.01789855957;98;171.203643798828;98;193.865753173828;98;212.673614501953;98;193.865753173828;98;802.951354980469;98;777.777770996094;98;787.326416015625;98;806.799987792969;98;789.944458007813;98;808.777954101563;98;805.223266601563;98;791.359924316406;98;808.78271484375;98;794.270874023438;98;801.504638671875;98;794.270874023438;98;1970.48608398438;98;1980.03479003906;98;1994.79174804688;98;2005.10791015625;98;1988.244140625;98;2010.65222167969;98;2000.39868164063;98;1990.12133789063;98;2009.65405273438;98;1956.0185546875;98;2010.99523925781;98;1956.0185546875;98;3216.14599609375;98;3197.91674804688;98;3188.36791992188;98;3193.18579101563;98;3206.51513671875;98;3201.95556640625;98;3185.79223632813;98;3207.98071289063;98;3199.32788085938;98;3162.61547851563;98;3230.61352539063;98;3162.61547851563;98;3637.15258789063;98;3611.111328125;98;3605.03491210938;98;3612.61206054688;98;3619.57788085938;98;3619.61596679688;98;3604.75341796875;98;3620.68994140625;98;3616.52783203125;98;3577.83544921875;98;3645.83349609375;98;3577.83544921875;98;4031.25;98;3978.29858398438;98;4001.73608398438;98;4004.64306640625;98;3986.01171875;98;4012.61767578125;98;3995.99731445313;98;3985.51904296875;98;4008.75341796875;98;3965.56713867188;98;4016.20361328125;98;3965.56713867188;98;4833.33349609375;98;4762.15283203125;98;4789.9306640625;98;4797.45166015625;98;4767.197265625;98;4803.240234375;98;4784.13818359375;98;4756.4091796875;98;5156.33544921875;98;4751.1572265625;98;5004.34033203125;98;4751.1572265625
99;199.652770996094;99;199.652770996094;99;154.513885498047;99;200.482299804688;99;206.235336303711;99;170.816528320313;99;200.433731079102;99;207.031387329102;99;171.202911376953;99;193.865753173828;99;212.673614501953;99;193.865753173828;99;802.951354980469;99;777.777770996094;99;786.458374023438;99;806.364929199219;99;790.1328125;99;808.693603515625;99;804.8876953125;99;791.359924316406;99;808.78271484375;99;794.270874023438;99;802.951354980469;99;794.270874023438;99;1970.48608398438;99;1980.90270996094;99;1994.79174804688;99;1991.91723632813;99;1988.35241699219;99;2010.33752441406;99;1981.21875;99;1990.751953125;99;2009.74462890625;99;1954.57177734375;99;2010.99523925781;99;1954.57177734375;99;3213.54174804688;99;3197.91674804688;99;3187.5;99;3194.44409179688;99;3206.04516601563;99;3201.37158203125;99;3187.22631835938;99;3207.85595703125;99;3199.37426757813;99;3162.61547851563;99;3230.61352539063;99;3162.61547851563;99;3636.28466796875;99;3611.111328125;99;3605.90283203125;99;3613.33837890625;99;3619.8251953125;99;3619.70581054688;99;3604.81127929688;99;3620.68994140625;99;3616.52783203125;99;3577.83544921875;99;3645.83349609375;99;3577.83544921875;99;4032.986328125;99;3979.16650390625;99;4002.60400390625;99;4004.18994140625;99;3986.07080078125;99;4012.31713867188;99;3996.09497070313;99;3986.05322265625;99;4008.20068359375;99;3965.56713867188;99;4016.20361328125;99;3965.56713867188;99;4833.33349609375;99;4762.15283203125;99;4790.798828125;99;4798.158203125;99;4768.54052734375;99;4802.19189453125;99;4784.53564453125;99;4756.6982421875;99;5159.439453125;99;4751.1572265625;99;5005.787109375;99;4751.1572265625
100;199.652770996094;100;199.652770996094;100;154.513885498047;100;200.442657470703;100;206.27458190918;100;170.803497314453;100;200.426559448242;100;207.006423950195;100;171.167877197266;100;193.865753173828;100;212.673614501953;100;193.865753173828;100;802.951354980469;100;776.909729003906;100;786.458374023438;100;806.022277832031;100;790.1328125;100;808.653930664063;100;804.786560058594;100;791.402404785156;100;808.682189941406;100;794.270874023438;100;802.951354980469;100;794.270874023438;100;1970.48608398438;100;1980.03479003906;100;1995.65966796875;100;1960.95043945313;100;1988.7060546875;100;2010.58630371094;100;1954.50122070313;100;1990.2783203125;100;2009.64709472656;100;1938.65747070313;100;2006.65502929688;100;1938.65747070313;100;3215.27758789063;100;3198.78466796875;100;3188.36791992188;100;3194.91479492188;100;3205.85668945313;100;3201.66796875;100;3187.19921875;100;3207.92919921875;100;3199.35522460938;100;3162.61547851563;100;3232.06005859375;100;3162.61547851563;100;3636.28466796875;100;3610.24291992188;100;3605.90283203125;100;3613.33837890625;100;3619.16748046875;100;3617.24072265625;100;3605.439453125;100;3604.63989257813;100;3612.52685546875;100;3576.38891601563;100;3647.28002929688;100;3576.38891601563;100;4030.38208007813;100;3976.5625;100;4000.8681640625;100;4004.58642578125;100;3986.32055664063;100;4010.93041992188;100;3996.59716796875;100;3986.3818359375;100;4007.37280273438;100;3965.56713867188;100;4014.75708007813;100;3965.56713867188;100;4832.46533203125;100;4762.15283203125;100;4791.66650390625;100;4797.5625;100;4768.02197265625;100;4802.19189453125;100;4784.8447265625;100;4757.10400390625;100;5158.09228515625;100;4751.1572265625;100;5005.787109375;100;4751.1572265625
101;198.784729003906;101;199.652770996094;101;154.513885498047;101;200.290466308594;101;206.372436523438;101;170.811248779297;101;200.258148193359;101;206.999038696289;101;171.194198608398;101;193.865753173828;101;212.673614501953;101;193.865753173828;101;802.951354980469;101;777.777770996094;101;786.458374023438;101;806.399841308594;101;790.263549804688;101;808.615661621094;101;805.019348144531;101;791.402404785156;101;808.682189941406;101;794.270874023438;101;801.504638671875;101;794.270874023438;101;1970.48608398438;101;1980.90270996094;101;1994.79174804688;101;1958.61242675781;101;1988.93518066406;101;2010.06701660156;101;1954.14086914063;101;1990.54833984375;101;2009.05444335938;101;1938.65747070313;101;2006.65502929688;101;1938.65747070313;101;3214.40966796875;101;3198.78466796875;101;3188.36791992188;101;3194.28198242188;101;3206.33642578125;101;3201.66796875;101;3186.67895507813;101;3207.92919921875;101;3199.35522460938;101;3162.61547851563;101;3230.61352539063;101;3162.61547851563;101;3636.28466796875;101;3609.375;101;3605.90283203125;101;3613.02783203125;101;3618.88500976563;101;3613.943359375;101;3605.67846679688;101;3604.63989257813;101;3612.52685546875;101;3576.38891601563;101;3645.83349609375;101;3576.38891601563;101;4030.38208007813;101;3975.6943359375;101;4000.8681640625;101;4005.10913085938;101;3984.35498046875;101;4011.2314453125;101;3996.83544921875;101;3986.45434570313;101;4007.82250976563;101;3965.56713867188;101;4014.75708007813;101;3965.56713867188;101;4832.46533203125;101;4762.15283203125;101;4790.798828125;101;4798.88232421875;101;4768.6171875;101;4803.015625;101;4785.3671875;101;4757.138671875;101;5160.037109375;101;4749.71044921875;101;5007.2333984375;101;4749.71044921875
102;198.784729003906;102;199.652770996094;102;154.513885498047;102;200.402130126953;102;206.394058227539;102;170.811248779297;102;200.414459228516;102;206.951583862305;102;171.191650390625;102;195.3125;102;217.013885498047;102;195.3125;102;802.951354980469;102;777.777770996094;102;786.458374023438;102;806.399841308594;102;790.414978027344;102;808.606811523438;102;805.018920898438;102;791.320007324219;102;808.79638671875;102;794.270874023438;102;802.951354980469;102;794.270874023438;102;1971.35424804688;102;1980.90270996094;102;1994.79174804688;102;1958.92126464844;102;1989.4912109375;102;2010.81958007813;102;1954.54528808594;102;1990.54833984375;102;2009.05444335938;102;1935.76391601563;102;2008.10180664063;102;1935.76391601563;102;3213.54174804688;102;3199.65283203125;102;3188.36791992188;102;3192.40283203125;102;3206.79272460938;102;3202.64331054688;102;3185.03759765625;102;3207.17651367188;102;3200.17553710938;102;3162.61547851563;102;3233.50708007813;102;3162.61547851563;102;3637.15258789063;102;3609.375;102;3605.90283203125;102;3612.80590820313;102;3618.22265625;102;3610.072265625;102;3605.42065429688;102;3598.70629882813;102;3606.45092773438;102;3576.38891601563;102;3645.83349609375;102;3576.38891601563;102;4030.38208007813;102;3976.5625;102;4000.0;102;4004.55297851563;102;3984.02587890625;102;4011.35009765625;102;3995.71533203125;102;3986.30859375;102;4007.48291015625;102;3964.12036132813;102;4013.31005859375;102;3964.12036132813;102;4831.59716796875;102;4762.15283203125;102;4790.798828125;102;4798.720703125;102;4767.87451171875;102;4802.98388671875;102;4785.419921875;102;4756.8720703125;102;5161.18408203125;102;4749.71044921875;102;5007.2333984375;102;4749.71044921875
103;198.784729003906;103;199.652770996094;103;154.513885498047;103;200.536651611328;103;206.345199584961;103;170.732147216797;103;200.516143798828;103;206.887298583984;103;171.133590698242;103;195.3125;103;217.013885498047;103;195.3125;103;802.951354980469;103;777.777770996094;103;786.458374023438;103;806.321044921875;103;790.309265136719;103;808.538024902344;103;805.059997558594;103;791.006469726563;103;808.593200683594;103;794.270874023438;103;802.951354980469;103;794.270874023438;103;1970.48608398438;103;1980.90270996094;103;1994.79174804688;103;1958.36462402344;103;1989.40832519531;103;2011.07824707031;103;1953.5751953125;103;1991.29992675781;103;2010.00952148438;103;1935.76391601563;103;2008.10180664063;103;1935.76391601563;103;3213.54174804688;103;3197.91674804688;103;3188.36791992188;103;3193.73901367188;103;3206.62158203125;103;3201.8984375;103;3186.99584960938;103;3207.17651367188;103;3200.17553710938;103;3162.61547851563;103;3233.50708007813;103;3162.61547851563;103;3592.01391601563;103;3589.40966796875;103;3600.6943359375;103;3613.20581054688;103;3605.5908203125;103;3609.6357421875;103;3605.28442382813;103;3599.01391601563;103;3606.5458984375;103;3559.02783203125;103;3640.04638671875;103;3559.02783203125;103;4032.11791992188;103;3977.4306640625;103;4000.0;103;4003.43237304688;103;3984.62158203125;103;4010.97705078125;103;3994.83471679688;103;3985.49780273438;103;4007.57397460938;103;3964.12036132813;103;4013.31005859375;103;3964.12036132813;103;4831.59716796875;103;4762.15283203125;103;4791.66650390625;103;4798.068359375;103;4767.87451171875;103;4802.98388671875;103;4784.62353515625;103;4755.044921875;103;5157.01123046875;103;4748.26416015625;103;5005.787109375;103;4748.26416015625
104;198.784729003906;104;199.652770996094;104;154.513885498047;104;200.480010986328;104;206.314178466797;104;170.756393432617;104;200.437866210938;104;206.963485717773;104;171.197494506836;104;195.3125;104;212.673614501953;104;195.3125;104;802.951354980469;104;777.777770996094;104;786.458374023438;104;806.619506835938;104;790.221862792969;104;808.652465820313;104;805.059997558594;104;791.196899414063;104;808.854614257813;104;795.717590332031;104;804.398132324219;104;795.717590332031;104;1971.35424804688;104;1980.90270996094;104;1994.79174804688;104;1958.12268066406;104;1989.23217773438;104;2011.22497558594;104;1953.41748046875;104;1991.84924316406;104;2010.18017578125;104;1938.65747070313;104;2006.65502929688;104;1938.65747070313;104;3215.27758789063;104;3197.91674804688;104;3189.236328125;104;3192.89501953125;104;3206.62158203125;104;3201.96215820313;104;3186.26782226563;104;3207.28271484375;104;3199.57104492188;104;3161.1689453125;104;3232.06005859375;104;3161.1689453125;104;3585.06958007813;104;3587.673828125;104;3598.95825195313;104;3613.1708984375;104;3598.279296875;104;3609.86645507813;104;3605.28442382813;104;3598.71850585938;104;3606.71923828125;104;3559.02783203125;104;3640.04638671875;104;3559.02783203125;104;4031.25;104;3976.5625;104;3999.1318359375;104;4003.70581054688;104;3984.8857421875;104;4010.763671875;104;3995.25854492188;104;3984.9921875;104;4007.9111328125;104;3965.56713867188;104;4013.31005859375;104;3965.56713867188;104;4831.59716796875;104;4761.28466796875;104;4791.66650390625;104;4797.6171875;104;4768.12841796875;104;4802.9453125;104;4783.6787109375;104;4755.1435546875;104;5163.208984375;104;4748.26416015625;104;5005.787109375;104;4748.26416015625
105;198.784729003906;105;199.652770996094;105;154.513885498047;105;200.459228515625;105;206.314178466797;105;171.249786376953;105;200.407257080078;105;206.963485717773;105;171.197494506836;105;195.3125;105;212.673614501953;105;195.3125;105;802.951354980469;105;777.777770996094;105;786.458374023438;105;806.659973144531;105;790.305786132813;105;808.551330566406;105;805.295593261719;105;791.343933105469;105;808.663696289063;105;795.717590332031;105;804.398132324219;105;795.717590332031;105;1971.35424804688;105;1981.77087402344;105;1995.65966796875;105;1959.18676757813;105;1989.89807128906;105;2013.26770019531;105;1954.59362792969;105;1996.93969726563;105;2013.10852050781;105;1938.65747070313;105;2006.65502929688;105;1938.65747070313;105;3213.54174804688;105;3197.91674804688;105;3188.36791992188;105;3192.39331054688;105;3205.7490234375;105;3201.99731445313;105;3185.01416015625;105;3207.28271484375;105;3199.57104492188;105;3161.1689453125;105;3230.61352539063;105;3161.1689453125;105;3581.59741210938;105;3585.9375;105;3595.48608398438;105;3585.49194335938;105;3597.02270507813;105;3609.48706054688;105;3570.24462890625;105;3598.52294921875;105;3606.154296875;105;3559.02783203125;105;3638.599609375;105;3559.02783203125;105;4032.11791992188;105;3976.5625;105;4000.0;105;4003.58911132813;105;3985.03588867188;105;4011.09838867188;105;3995.5107421875;105;3984.61767578125;105;4007.27880859375;105;3965.56713867188;105;4013.31005859375;105;3965.56713867188;105;4831.59716796875;105;4760.41650390625;105;4791.66650390625;105;4797.6171875;105;4767.6923828125;105;4803.35498046875;105;4783.3134765625;105;4756.8115234375;105;5165.625;105;4751.1572265625;105;5004.34033203125;105;4751.1572265625
106;198.784729003906;106;199.652770996094;106;154.513885498047;106;200.442291259766;106;206.253723144531;106;199.425796508789;106;200.433502197266;106;218.95817565918;106;203.168395996094;106;195.3125;106;212.673614501953;106;195.3125;106;802.951354980469;106;776.909729003906;106;786.458374023438;106;806.359741210938;106;790.063110351563;106;808.256958007813;106;805.295593261719;106;790.9384765625;106;808.428955078125;106;794.270874023438;106;801.504638671875;106;794.270874023438;106;1972.22216796875;106;1982.63879394531;106;1995.65966796875;106;1958.96948242188;106;1990.11779785156;106;2017.1083984375;106;1954.431640625;106;2006.51928710938;106;2016.29467773438;106;1938.65747070313;106;2008.10180664063;106;1938.65747070313;106;3213.54174804688;106;3197.91674804688;106;3188.36791992188;106;3192.39331054688;106;3205.22509765625;106;3200.48706054688;106;3185.01416015625;106;3205.4423828125;106;3197.5390625;106;3159.72216796875;106;3232.06005859375;106;3159.72216796875;106;3581.59741210938;106;3586.80541992188;106;3594.6181640625;106;3564.10180664063;106;3596.75366210938;106;3608.85522460938;106;3570.24462890625;106;3598.32397460938;106;3605.68627929688;106;3525.75244140625;106;3625.57861328125;106;3525.75244140625;106;4031.25;106;3976.5625;106;3999.1318359375;106;4003.85107421875;106;3984.65014648438;106;4011.09838867188;106;3995.37841796875;106;3985.052734375;106;4007.48583984375;106;3964.12036132813;106;4013.31005859375;106;3964.12036132813;106;4830.72900390625;106;4760.41650390625;106;4791.66650390625;106;4796.6923828125;106;4767.6923828125;106;4803.48583984375;106;4783.25390625;106;4756.8115234375;106;5165.625;106;4751.1572265625;106;5004.34033203125;106;4751.1572265625
107;198.784729003906;107;199.652770996094;107;154.513885498047;107;200.442291259766;107;206.32502746582;107;206.585250854492;107;200.4013671875;107;220.385070800781;107;206.979400634766;107;195.3125;107;212.673614501953;107;195.3125;107;802.951354980469;107;776.909729003906;107;786.458374023438;107;806.358947753906;107;790.120422363281;107;808.550109863281;107;804.94775390625;107;790.865173339844;107;808.751647949219;107;794.270874023438;107;802.951354980469;107;794.270874023438;107;1972.22216796875;107;1982.63879394531;107;1995.65966796875;107;1959.23022460938;107;1990.58642578125;107;2017.3662109375;107;1954.431640625;107;2008.1171875;107;2016.2841796875;107;1938.65747070313;107;2008.10180664063;107;1938.65747070313;107;3213.54174804688;107;3197.91674804688;107;3189.236328125;107;3193.62426757813;107;3205.71069335938;107;3198.46606445313;107;3186.20263671875;107;3205.748046875;107;3196.82861328125;107;3159.72216796875;107;3230.61352539063;107;3159.72216796875;107;3580.72900390625;107;3585.9375;107;3593.75;107;3559.986328125;107;3596.58129882813;107;3608.19018554688;107;3552.53686523438;107;3598.1357421875;107;3604.91967773438;107;3525.75244140625;107;3624.13208007813;107;3525.75244140625;107;4031.25;107;3975.6943359375;107;3999.1318359375;107;4003.60131835938;107;3984.29809570313;107;4008.18920898438;107;3995.52612304688;107;3984.20947265625;107;4006.95849609375;107;3964.12036132813;107;4013.31005859375;107;3964.12036132813;107;4830.72900390625;107;4761.28466796875;107;4790.798828125;107;4796.9501953125;107;4767.0166015625;107;4801.5380859375;107;4782.9033203125;107;4753.5810546875;107;5162.28759765625;107;4748.26416015625;107;5004.34033203125;107;4748.26416015625
108;197.91667175293;108;199.652770996094;108;162.326385498047;108;200.348556518555;108;206.508041381836;108;206.543380737305;108;200.320220947266;108;220.298324584961;108;206.951385498047;108;193.865753173828;108;212.673614501953;108;193.865753173828;108;802.951354980469;108;777.777770996094;108;786.458374023438;108;806.219116210938;108;790.283630371094;108;808.475463867188;108;804.821594238281;108;790.989074707031;108;808.544982910156;108;794.270874023438;108;801.504638671875;108;794.270874023438;108;2012.15283203125;108;1993.0556640625;108;2000.86804199219;108;1959.3154296875;108;1994.080078125;108;2017.67419433594;108;1954.90100097656;108;2008.1708984375;108;2016.80139160156;108;1940.10424804688;108;2008.10180664063;108;1940.10424804688;108;3213.54174804688;108;3197.04858398438;108;3189.236328125;108;3192.830078125;108;3205.38989257813;108;3200.4482421875;108;3186.20263671875;108;3206.92163085938;108;3198.443359375;108;3162.61547851563;108;3232.06005859375;108;3162.61547851563;108;3580.72900390625;108;3585.9375;108;3594.6181640625;108;3559.32934570313;108;3596.34814453125;108;3608.4423828125;108;3551.20239257813;108;3598.79174804688;108;3605.36938476563;108;3524.30541992188;108;3624.13208007813;108;3524.30541992188;108;4031.25;108;3974.82641601563;108;4000.0;108;4004.30883789063;108;3983.20483398438;108;4008.18920898438;108;3996.20581054688;108;3981.27954101563;108;4004.6826171875;108;3965.56713867188;108;4013.31005859375;108;3965.56713867188;108;4829.861328125;108;4761.28466796875;108;4791.66650390625;108;4796.9501953125;108;4767.70654296875;108;4800.4462890625;108;4783.201171875;108;4753.5810546875;108;5162.28759765625;108;4748.26416015625;108;5004.34033203125;108;4748.26416015625
109;203.993057250977;109;213.541656494141;109;192.70832824707;109;200.423629760742;109;217.152542114258;109;206.579162597656;109;200.404663085938;109;220.330978393555;109;207.011047363281;109;193.865753173828;109;212.673614501953;109;193.865753173828;109;802.951354980469;109;776.909729003906;109;786.458374023438;109;806.477600097656;109;790.01025390625;109;807.330078125;109;805.158813476563;109;784.780700683594;109;806.833435058594;109;794.270874023438;109;802.951354980469;109;794.270874023438;109;2020.83337402344;109;1998.26391601563;109;2001.73620605469;109;1959.78698730469;109;2004.29357910156;109;2018.28515625;109;1955.06396484375;109;2009.58422851563;109;2017.14306640625;109;1940.10424804688;109;2008.10180664063;109;1940.10424804688;109;3212.673828125;109;3196.1806640625;109;3185.763671875;109;3192.8095703125;109;3204.18286132813;109;3200.25219726563;109;3185.3017578125;109;3205.76391601563;109;3197.822265625;109;3162.61547851563;109;3232.06005859375;109;3162.61547851563;109;3580.72900390625;109;3585.9375;109;3593.75;109;3559.21069335938;109;3596.564453125;109;3608.0859375;109;3551.3466796875;109;3598.35034179688;109;3604.77221679688;109;3522.85888671875;109;3622.68505859375;109;3522.85888671875;109;4032.11791992188;109;3976.5625;109;4000.0;109;4003.41625976563;109;3983.20483398438;109;4009.63623046875;109;3995.22265625;109;3981.576171875;109;4005.97338867188;109;3965.56713867188;109;4013.31005859375;109;3965.56713867188;109;4828.9931640625;109;4760.41650390625;109;4791.66650390625;109;4797.1025390625;109;4768.1953125;109;4799.72705078125;109;4783.47900390625;109;4753.30419921875;109;5157.154296875;109;4751.1572265625;109;5004.34033203125;109;4751.1572265625
110;203.993057250977;110;213.541656494141;110;192.70832824707;110;200.331634521484;110;219.743118286133;110;206.610565185547;110;200.404663085938;110;220.319366455078;110;207.028549194336;110;196.759246826172;110;212.673614501953;110;196.759246826172;110;802.951354980469;110;776.909729003906;110;787.326416015625;110;806.588623046875;110;789.792907714844;110;803.934020996094;110;805.114196777344;110;776.6611328125;110;803.797302246094;110;852.141235351563;110;801.504638671875;110;852.141235351563;110;2022.56945800781;110;1999.13195800781;110;2001.73620605469;110;1974.3271484375;110;2007.015625;110;2018.06311035156;110;1975.98254394531;110;2010.69567871094;110;2017.01208496094;110;1977.71997070313;110;2019.67602539063;110;1977.71997070313;110;3214.40966796875;110;3197.91674804688;110;3186.63208007813;110;3192.92919921875;110;3203.95727539063;110;3199.97436523438;110;3185.3017578125;110;3205.90161132813;110;3197.69311523438;110;3159.72216796875;110;3230.61352539063;110;3159.72216796875;110;3581.59741210938;110;3585.9375;110;3592.8818359375;110;3558.71508789063;110;3596.34814453125;110;3607.67504882813;110;3550.8173828125;110;3598.30639648438;110;3604.63305664063;110;3522.85888671875;110;3622.68505859375;110;3522.85888671875;110;4027.77783203125;110;3971.35424804688;110;3997.39575195313;110;4003.5341796875;110;3979.91772460938;110;4009.71533203125;110;3995.26440429688;110;3981.91528320313;110;4003.69165039063;110;3964.12036132813;110;4272.2802734375;110;3964.12036132813;110;4824.65283203125;110;4759.548828125;110;4789.9306640625;110;4796.6044921875;110;4765.67333984375;110;4799.5517578125;110;4781.93505859375;110;4752.72021484375;110;5153.3984375;110;4751.1572265625;110;5004.34033203125;110;4751.1572265625
