% Column 0: Length, mm
% Column 1: |B|, Tesla
0.00000000e+000	5.70305554e-001	
2.12096271e-001	5.70568779e-001	
4.24192541e-001	5.70851626e-001	
6.36288812e-001	5.71154066e-001	
8.48385083e-001	5.71476067e-001	
1.06048135e+000	5.71817596e-001	
1.27257762e+000	5.72178618e-001	
1.48467390e+000	5.72559098e-001	
1.69677017e+000	5.72958994e-001	
1.90886644e+000	5.73378269e-001	
2.12096271e+000	5.73816877e-001	
2.33305898e+000	5.74274776e-001	
2.54515525e+000	5.74751920e-001	
2.75725152e+000	5.75248259e-001	
2.96934779e+000	5.75624933e-001	
3.18144406e+000	5.74985264e-001	
3.39354033e+000	5.74367602e-001	
3.60563660e+000	5.73772019e-001	
3.81773287e+000	5.73198582e-001	
4.02982914e+000	5.72647358e-001	
4.24192541e+000	5.72118413e-001	
4.45402169e+000	5.71611806e-001	
4.66611796e+000	5.71127598e-001	
4.87821423e+000	5.70665846e-001	
5.09031050e+000	5.70226605e-001	
5.30240677e+000	5.69809926e-001	
5.51450304e+000	5.69415858e-001	
5.72659931e+000	5.69044450e-001	
5.93869558e+000	5.68643476e-001	
6.15079185e+000	5.68178098e-001	
6.36288812e+000	5.67868349e-001	
6.57498439e+000	5.67714484e-001	
6.78708066e+000	5.67716628e-001	
6.99917693e+000	5.67874782e-001	
7.21127320e+000	5.68188813e-001	
7.42336948e+000	5.68658465e-001	
7.63546575e+000	5.69283352e-001	
7.84756202e+000	5.70062963e-001	
8.05965829e+000	5.70996664e-001	
8.27175456e+000	5.72083702e-001	
8.48385083e+000	5.73323204e-001	
8.69594710e+000	5.74714183e-001	
8.90804337e+000	5.75149444e-001	
9.12013964e+000	5.73674066e-001	
9.33223591e+000	5.72284890e-001	
9.54433218e+000	5.70982545e-001	
9.75642845e+000	5.69767627e-001	
9.96852472e+000	5.68640696e-001	
1.01806210e+001	5.67602275e-001	
1.03927173e+001	5.66652853e-001	
1.06048135e+001	5.65792876e-001	
1.08169098e+001	5.65022753e-001	
1.10290061e+001	5.64342852e-001	
1.12411023e+001	5.63753499e-001	
1.14531986e+001	5.63254979e-001	
1.16652949e+001	5.62847532e-001	
1.18773912e+001	5.62778839e-001	
1.20894874e+001	5.63071232e-001	
1.23015837e+001	5.63445542e-001	
1.25136800e+001	5.63901606e-001	
1.27257762e+001	5.64439226e-001	
1.29378725e+001	5.65058170e-001	
1.31499688e+001	5.65758170e-001	
1.33620651e+001	5.66538925e-001	
1.35741613e+001	5.67400104e-001	
1.37862576e+001	5.68341339e-001	
1.39983539e+001	5.69362235e-001	
1.42104501e+001	5.70462362e-001	
1.44225464e+001	5.71641265e-001	
1.46346427e+001	5.72898456e-001	
1.48467390e+001	5.72529584e-001	
1.50588352e+001	5.71061821e-001	
1.52709315e+001	5.69680011e-001	
1.54830278e+001	5.68384781e-001	
1.56951240e+001	5.67176725e-001	
1.59072203e+001	5.66056399e-001	
1.61193166e+001	5.65024327e-001	
1.63314128e+001	5.64080992e-001	
1.65435091e+001	5.63226840e-001	
1.67556054e+001	5.62462278e-001	
1.69677017e+001	5.61787672e-001	
1.71797979e+001	5.61203345e-001	
1.73918942e+001	5.60709581e-001	
1.76039905e+001	5.60306618e-001	
1.78160867e+001	5.60396359e-001	
1.80281830e+001	5.60735430e-001	
1.82402793e+001	5.61157067e-001	
1.84523756e+001	5.61661084e-001	
1.86644718e+001	5.62247258e-001	
1.88765681e+001	5.62915332e-001	
1.90886644e+001	5.63665017e-001	
1.93007606e+001	5.64495987e-001	
1.95128569e+001	5.65407882e-001	
1.97249532e+001	5.66400313e-001	
1.99370494e+001	5.67472857e-001	
2.01491457e+001	5.68625060e-001	
2.03612420e+001	5.69856440e-001	
2.05733383e+001	5.71166484e-001	
2.07854345e+001	5.70124458e-001	
2.09975308e+001	5.68656604e-001	
2.12096271e+001	5.67274743e-001	
2.14217233e+001	5.65979504e-001	
2.16338196e+001	5.64771482e-001	
2.18459159e+001	5.63651238e-001	
2.20580122e+001	5.62619298e-001	
2.22701084e+001	5.61676147e-001	
2.24822047e+001	5.60822233e-001	
2.26943010e+001	5.60057965e-001	
2.29063972e+001	5.59383711e-001	
2.31184935e+001	5.58799795e-001	
2.33305898e+001	5.58306501e-001	
2.35426861e+001	5.57904071e-001	
2.37547823e+001	5.58174891e-001	
2.39668786e+001	5.58563510e-001	
2.41789749e+001	5.59035295e-001	
2.43910711e+001	5.59590036e-001	
2.46031674e+001	5.60227485e-001	
2.48152637e+001	5.60947361e-001	
2.50273599e+001	5.61749347e-001	
2.52394562e+001	5.62633092e-001	
2.54515525e+001	5.63598211e-001	
2.56636488e+001	5.64644287e-001	
2.58757450e+001	5.65770871e-001	
2.60878413e+001	5.66977483e-001	
2.62999376e+001	5.68263614e-001	
2.65120338e+001	5.69441482e-001	
2.67241301e+001	5.67892619e-001	
2.69362264e+001	5.66429074e-001	
2.71483227e+001	5.65051511e-001	
2.73604189e+001	5.63760559e-001	
2.75725152e+001	5.62556814e-001	
2.77846115e+001	5.61440838e-001	
2.79967077e+001	5.60413155e-001	
2.82088040e+001	5.59474252e-001	
2.84209003e+001	5.58624576e-001	
2.86329965e+001	5.57864535e-001	
2.88450928e+001	5.57194495e-001	
2.90571891e+001	5.56614783e-001	
2.92692854e+001	5.56125679e-001	
2.94813816e+001	5.55847287e-001	
2.96934779e+001	5.56199741e-001	
2.99055742e+001	5.56636063e-001	
3.01176704e+001	5.57156057e-001	
3.03297667e+001	5.57759487e-001	
3.05418630e+001	5.58446084e-001	
3.07539593e+001	5.59215541e-001	
3.09660555e+001	5.60067517e-001	
3.11781518e+001	5.61001635e-001	
3.13902481e+001	5.62017487e-001	
3.16023443e+001	5.63114630e-001	
3.18144406e+001	5.64292589e-001	
3.20265369e+001	5.65550860e-001	
3.22386332e+001	5.66888908e-001	
3.24507294e+001	5.67397895e-001	
3.26628257e+001	5.65856175e-001	
3.28749220e+001	5.64399727e-001	
3.30870182e+001	5.63029213e-001	
3.32991145e+001	5.61745260e-001	
3.35112108e+001	5.60548465e-001	
3.37233070e+001	5.59439387e-001	
3.39354033e+001	5.58418548e-001	
3.41474996e+001	5.57486433e-001	
3.43595959e+001	5.56643487e-001	
3.45716921e+001	5.55890117e-001	
3.47837884e+001	5.55226687e-001	
3.49958847e+001	5.54653519e-001	
3.52079809e+001	5.54170895e-001	
3.54200772e+001	5.54071207e-001	
3.56321735e+001	5.54466906e-001	
3.58442698e+001	5.54946958e-001	
3.60563660e+001	5.55511146e-001	
3.62684623e+001	5.56159212e-001	
3.64805586e+001	5.56890864e-001	
3.66926548e+001	5.57705773e-001	
3.69047511e+001	5.58603575e-001	
3.71168474e+001	5.59583871e-001	
3.73289436e+001	5.60646227e-001	
3.75410399e+001	5.61790179e-001	
3.77531362e+001	5.63015230e-001	
3.79652325e+001	5.64320850e-001	
3.81773287e+001	5.65706482e-001	
3.83894250e+001	5.65520586e-001	
3.86015213e+001	5.63981513e-001	
3.88136175e+001	5.62527679e-001	
3.90257138e+001	5.61159745e-001	
3.92378101e+001	5.59878342e-001	
3.94499064e+001	5.58684064e-001	
3.96620026e+001	5.57577472e-001	
3.98740989e+001	5.56559088e-001	
4.00861952e+001	5.55629399e-001	
4.02982914e+001	5.54788848e-001	
4.05103877e+001	5.54037844e-001	
4.07224840e+001	5.53376748e-001	
4.09345803e+001	5.52805886e-001	
4.11466765e+001	5.52325535e-001	
4.13587728e+001	5.52422300e-001	
4.15708691e+001	5.52863743e-001	
4.17829653e+001	5.53389954e-001	
4.19950616e+001	5.54000690e-001	
4.22071579e+001	5.54695673e-001	
4.24192541e+001	5.55474587e-001	
4.26313504e+001	5.56337078e-001	
4.28434467e+001	5.57282759e-001	
4.30555430e+001	5.58311208e-001	
4.32676392e+001	5.59421967e-001	
4.34797355e+001	5.60614547e-001	
4.36918318e+001	5.61888428e-001	
4.39039280e+001	5.63243057e-001	
4.41160243e+001	5.64677854e-001	
4.43281206e+001	5.63779737e-001	
4.45402169e+001	5.62248325e-001	
4.47523131e+001	5.60802076e-001	
4.49644094e+001	5.59441652e-001	
4.51765057e+001	5.58167680e-001	
4.53886019e+001	5.56980753e-001	
4.56006982e+001	5.55881429e-001	
